Timestamp,Device,CO2,Humidity,Light,Motion,Temperature
2019-07-31 23:59:35,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 23:44:35,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 23:29:35,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 23:14:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 22:44:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 22:29:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 22:14:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 21:59:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 21:44:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 21:29:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 21:14:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 20:59:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 20:29:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 19:59:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 19:44:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 19:29:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 19:14:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 18:59:36,A81758FFFE03580C,,0,0,0,-1001.1
2019-07-31 18:29:36,A81758FFFE03580C,,0,1,0,-1001.1
2019-07-31 18:14:36,A81758FFFE03580C,,0,1,0,-1001.1
2019-07-31 17:59:37,A81758FFFE03580C,,0,1,0,-1001.1
2019-07-31 17:44:37,A81758FFFE03580C,,0,1,0,-1001.1
2019-07-31 17:29:37,A81758FFFE03580C,,0,1,0,-1001.1
2019-07-31 16:59:37,A81758FFFE03580C,,0,3,0,-1001.1
2019-07-31 16:44:37,A81758FFFE03580C,,0,4,1,-1001.1
2019-07-31 16:29:37,A81758FFFE03580C,,0,6,2,-1001.1
2019-07-31 16:14:37,A81758FFFE03580C,,0,5,0,-1001.1
2019-07-31 15:44:37,A81758FFFE03580C,,0,3,0,-1001.1
