Timestamp,AirTemperature,CloudAmount,DewPointTemperature,GustSpeed,HorizontalVisibility,PrecipitationIntensity,Pressure,RelativeHumidity,SnowDepth,WindDirection,WindSpeed
2019-07-31 23:50:00,6.7,3,5.6,2.8,48830,0,1016.2,93,-1,52,2.5
2019-07-31 23:40:00,6.6,5,5.3,2.3,46990,0,1016.2,91,-1,53,2
2019-07-31 23:30:00,7.2,3,5.5,1.9,50000,0,1016.2,89,-1,56,1.6
2019-07-31 23:20:00,7.9,1,6.4,2.2,50000,0,1016.1,90,-1,50,1.7
2019-07-31 23:10:00,7.8,0,6,2.7,50000,0,1016.1,89,-1,37,2.1
2019-07-31 23:00:00,7.7,0,6.2,2.8,48060,0,1016.1,90,-1,32,2.3
2019-07-31 22:50:00,7.4,0,5.6,3.1,45040,0,1016.1,88,-1,33,2.5
2019-07-31 22:40:00,7.9,0,5.7,2.9,50000,0,1016.1,86,-1,36,2.3
2019-07-31 22:30:00,8.1,0,5.7,2.1,48940,0,1016,85,-1,47,1.6
2019-07-31 22:20:00,8.6,0,5.8,2.3,50000,0,1015.9,82,-1,48,2
2019-07-31 22:10:00,8.9,1,6.2,2.4,50000,0,1015.9,83,-1,43,2
2019-07-31 22:00:00,9,1,6,2.4,46420,0,1015.9,82,-1,43,2
2019-07-31 21:50:00,9.4,1,6.2,2.2,32510,0,1015.9,81,-1,45,1.8
2019-07-31 21:40:00,9.8,1,6.3,2.3,48520,0,1015.8,79,-1,44,2
2019-07-31 21:30:00,10,1,6.3,2.6,50000,0,1015.7,77,-1,45,2.2
2019-07-31 21:20:00,10.4,0,6.3,2.6,50000,0,1015.6,76,-1,48,2.2
2019-07-31 21:10:00,10.6,0,6.6,2.7,50000,0,1015.7,76,-1,60,2.2
2019-07-31 21:00:00,10.3,0,6.7,2.9,49140,0,1015.7,79,-1,56,2.2
2019-07-31 20:50:00,11.4,0,6,4.1,50000,0,1015.6,70,-1,10,2.8
2019-07-31 20:40:00,10.9,0,5.8,4.3,50000,0,1015.5,71,-1,3,3.2
2019-07-31 20:30:00,11.5,0,5.9,4.3,50000,0,1015.4,68,-1,2,3.4
2019-07-31 20:20:00,11.8,0,6,4.2,50000,0,1015.4,67,-1,360,3.4
2019-07-31 20:10:00,12.6,0,6,4.5,49470,0,1015.2,64,-1,2,3.6
2019-07-31 20:00:00,12.7,0,6.2,4.7,50000,0,1015.1,64,-1,1,3.4
2019-07-31 19:50:00,12.9,0,6.2,4.2,50000,0,1015.2,64,-1,360,3.3
2019-07-31 19:40:00,13.3,0,6.2,4.1,49000,0,1015.1,62,-1,3,3.3
2019-07-31 19:30:00,13.9,0,5.9,4.1,50000,0,1015.1,58,-1,10,3.2
2019-07-31 19:20:00,14.4,0,5.7,5.2,50000,0,1015.1,56,-1,11,3.8
2019-07-31 19:10:00,15.3,0,5.6,5.7,50000,0,1014.9,52,-1,14,4.3
2019-07-31 19:00:00,15.6,0,5.5,6.1,50000,0,1014.8,51,-1,17,4.7
2019-07-31 18:50:00,15.8,0,5.4,6,49370,0,1014.7,50,-1,16,3.7
2019-07-31 18:40:00,16.1,0,5.4,4.5,48450,0,1014.7,49,-1,20,3.2
2019-07-31 18:30:00,15.9,0,5.4,3.3,50000,0,1014.7,50,-1,19,2.6
2019-07-31 18:20:00,16.2,0,5.1,3.5,46890,0,1014.6,48,-1,23,2.6
2019-07-31 18:10:00,16.9,0,4.6,4.6,50000,0,1014.6,44,-1,23,3
2019-07-31 18:00:00,17.2,0,4.4,4.7,50000,0,1014.6,43,-1,24,3.1
2019-07-31 17:50:00,17.4,0,4.6,4.3,50000,0,1014.5,43,-1,27,2.9
2019-07-31 17:40:00,17.7,0,4.7,4.3,50000,0,1014.4,42,-1,28,2.9
2019-07-31 17:30:00,17.8,0,4.4,5.2,49240,0,1014.4,41,-1,25,3.5
2019-07-31 17:20:00,18,1,3.8,4.9,50000,0,1014.3,39,-1,21,3.7
2019-07-31 17:10:00,18.2,1,3.6,5.6,50000,0,1014.3,38,-1,22,4.2
2019-07-31 17:00:00,18.5,1,3.7,6,50000,0,1014.3,37,-1,19,4.5
2019-07-31 16:50:00,19,1,3.6,5.8,50000,0,1014.3,36,-1,19,4.2
2019-07-31 16:40:00,19.2,1,3.6,6.1,49540,0,1014.3,36,-1,11,4.5
2019-07-31 16:30:00,19.4,0,3.3,7.2,50000,0,1014.2,34,-1,25,4.1
2019-07-31 16:20:00,19.2,0,3.1,7,47100,0,1014.2,34,-1,18,4.6
2019-07-31 16:10:00,19.4,0,3.9,6.7,47290,0,1014.2,36,-1,17,4.6
2019-07-31 16:00:00,19.3,1,4,5.5,47260,0,1014.1,36,-1,18,3.7
2019-07-31 15:50:00,19.3,1,3.9,5.3,44930,0,1014.1,36,-1,18,4.1
2019-07-31 15:40:00,19.1,3,4.3,5.1,43290,0,1014.1,38,-1,9,3.6
2019-07-31 15:30:00,19.2,1,4.6,5.4,50000,0,1014,38,-1,17,3.7
2019-07-31 15:20:00,19.2,1,4.3,5.7,46030,0,1014.1,38,-1,10,4
2019-07-31 15:10:00,19.1,1,4.7,5.8,39240,0,1014.1,39,-1,353,4.5
2019-07-31 15:00:00,18.9,1,5,5.8,46710,0,1014.1,40,-1,343,3.5
2019-07-31 14:50:00,19,1,4.6,5.5,47510,0,1014.2,39,-1,340,3.5
2019-07-31 14:40:00,19.1,1,5.7,4.3,49230,0,1014.2,41,-1,346,2.6
2019-07-31 14:30:00,18.9,1,4.7,3.6,46910,0,1014.2,39,-1,25,2
2019-07-31 14:20:00,18.9,1,4.7,4.9,45810,0,1014.3,39,-1,15,3
2019-07-31 14:10:00,18.9,1,5,5,45420,0,1014.4,40,-1,10,3.4
2019-07-31 14:00:00,18.9,1,4.6,4.9,50000,0,1014.4,39,-1,359,3.5
2019-07-31 13:50:00,19.1,1,4.6,5.4,41810,0,1014.5,38,-1,354,3.5
2019-07-31 13:40:00,20.1,1,5.6,6.1,43640,0,1014.5,39,-1,340,3.8
2019-07-31 13:30:00,20.2,1,5.5,6.9,32980,0,1014.5,38,-1,347,4.3
2019-07-31 13:20:00,20,1,5.2,7.1,39310,0,1014.6,38,-1,332,4.3
2019-07-31 13:10:00,19.1,1,4.7,6.7,48730,0,1014.6,39,-1,357,4
2019-07-31 13:00:00,19.1,1,5.3,7.5,37230,0,1014.6,40,-1,350,4.6
2019-07-31 12:50:00,19.2,1,5,7.6,47970,0,1014.5,39,-1,347,4.8
2019-07-31 12:40:00,18.8,1,4.9,6.1,48150,0,1014.6,40,-1,357,3.9
2019-07-31 12:30:00,18.4,1,4.5,7,44500,0,1014.7,40,-1,350,4.3
2019-07-31 12:20:00,18.2,1,5.1,7.6,46720,0,1014.8,42,-1,351,4.5
2019-07-31 12:10:00,18.2,1,5.6,6.7,47750,0,1014.7,44,-1,358,3.7
2019-07-31 12:00:00,17.7,1,4.5,6.8,49370,0,1014.7,42,-1,20,4.3
2019-07-31 11:50:00,17.9,1,4.6,7.2,44590,0,1014.7,41,-1,22,4.7
2019-07-31 11:40:00,18,0,4.6,8.7,42900,0,1014.6,41,-1,21,4.7
2019-07-31 11:30:00,18.2,0,4.1,8.7,39630,0,1014.6,39,-1,32,5.5
2019-07-31 11:20:00,18.3,0,4.1,7,40200,0,1014.5,39,-1,30,4.5
2019-07-31 11:10:00,18.1,1,4.2,8.4,44810,0,1014.6,40,-1,22,5.6
2019-07-31 11:00:00,18.5,1,5.2,7.1,46500,0,1014.4,42,-1,17,4.7
2019-07-31 10:50:00,18.6,1,4.9,7.7,43690,0,1014.4,41,-1,18,5
2019-07-31 10:40:00,18.5,0,4.3,8,40690,0,1014.5,39,-1,16,5.2
2019-07-31 10:30:00,18.1,0,5.5,8.3,33430,0,1014.5,44,-1,18,5.8
2019-07-31 10:20:00,18,1,5.5,8.8,34910,0,1014.6,44,-1,18,6
2019-07-31 10:10:00,17.8,0,4.8,10,42370,0,1014.5,42,-1,11,6.1
2019-07-31 10:00:00,18,1,6.2,8.8,34280,0,1014.4,46,-1,1,5.4
2019-07-31 09:50:00,18.3,0,7.1,8.3,41670,0,1014.5,48,-1,2,4.9
2019-07-31 09:40:00,17.6,1,5.7,8.1,46120,0,1014.4,46,-1,343,5.3
2019-07-31 09:30:00,17.4,1,6.8,8.2,41570,0,1014.3,50,-1,343,5.6
2019-07-31 09:20:00,17.2,1,5.9,10.1,39790,0,1014.3,47,-1,356,6
2019-07-31 09:10:00,17,1,6.1,8.6,39660,0,1014.3,49,-1,10,5.6
2019-07-31 09:00:00,16.4,1,6.1,11.6,40010,0,1014.3,51,-1,1,6.8
2019-07-31 08:50:00,16.4,1,5.9,8.7,38510,0,1014.3,50,-1,356,6
2019-07-31 08:40:00,16.5,1,6.5,8.2,45630,0,1014.3,52,-1,347,4.8
2019-07-31 08:30:00,16,1,5.9,9.5,45040,0,1014.3,51,-1,340,4.7
2019-07-31 08:20:00,16,0,6.9,8,47350,0,1014.3,55,-1,341,5
2019-07-31 08:10:00,15.5,0,7.3,7.9,38790,0,1014.2,58,-1,349,5
2019-07-31 08:00:00,14.9,1,7.5,9.6,46260,0,1014.2,61,-1,353,5.3
2019-07-31 07:50:00,14.8,3,7.8,8.3,35400,0,1014.2,63,-1,341,5.1
2019-07-31 07:40:00,14.5,5,8,6.2,38860,0,1014.2,65,-1,340,3.8
2019-07-31 07:30:00,14.1,7,8.9,6.4,35040,0,1014.2,71,-1,332,4.3
2019-07-31 07:20:00,12.6,7,8,7.6,46050,0,1014.2,74,-1,338,4
2019-07-31 07:10:00,12.6,7,8.5,7.5,48540,0,1014.1,76,-1,330,3.9
2019-07-31 07:00:00,13,7,7.9,8,47710,0,1014.1,72,-1,333,4.5
2019-07-31 06:30:00,13.4,7,8.7,8.2,45460,0,1014.1,73,-1,348,5.1
2019-07-31 06:20:00,12.7,7,7.8,8.9,44360,0,1014.1,72,-1,338,5
2019-07-31 06:10:00,12.9,7,8.7,7.7,48740,0,1014.1,76,-1,333,3.8
2019-07-31 06:00:00,12.1,7,7.9,7.3,44330,0,1014.1,75,-1,337,4.4
2019-07-31 05:50:00,11.8,7,8.1,8.1,45550,0,1014.2,78,-1,338,4.5
2019-07-31 05:40:00,11.6,7,8.1,7.6,50000,0,1014.2,79,-1,337,4.5
2019-07-31 05:30:00,11.6,7,8.1,6.6,47670,0,1014.1,79,-1,339,3.9
2019-07-31 05:20:00,11.5,5,8.2,7.2,50000,0,1014.2,80,-1,337,3.8
2019-07-31 05:10:00,11.4,3,8.4,7.9,50000,0,1014.3,82,-1,334,4.1
2019-07-31 05:00:00,11.2,1,8.3,7.6,46390,0,1014.3,82,-1,332,4.4
2019-07-31 04:50:00,10.8,3,8.1,6.7,40530,0,1014.2,83,-1,331,3.5
2019-07-31 04:40:00,10.5,7,8.1,6.4,44110,0,1014.3,85,-1,327,3.5
2019-07-31 04:30:00,10.1,7,7.9,7,50000,0,1014.3,86,-1,326,4.1
2019-07-31 04:20:00,9.9,7,7.9,7,50000,0,1014.4,87,-1,332,3.4
2019-07-31 04:10:00,9.8,7,7.8,6.8,50000,0,1014.5,87,-1,324,3.8
2019-07-31 04:00:00,9.8,7,7.8,6.4,50000,0,1014.4,87,-1,328,3.7
2019-07-31 03:30:00,9.7,7,7.7,5.9,50000,0,1014.5,87,-1,332,3.8
2019-07-31 03:20:00,9.6,7,7.7,6.3,50000,0,1014.4,88,-1,329,3.3
2019-07-31 03:10:00,9.5,7,7.7,6.5,50000,0,1014.4,88,-1,331,3.7
2019-07-31 03:00:00,9.5,7,7.6,6.2,50000,0,1014.4,88,-1,329,4
2019-07-31 02:50:00,9.5,7,7.6,6.8,50000,0,1014.4,88,-1,332,4.5
2019-07-31 02:40:00,9.4,7,7.6,6.5,50000,0,1014.4,89,-1,335,4.3
2019-07-31 02:30:00,9.3,7,7.6,7,50000,0,1014.3,89,-1,338,4.4
2019-07-31 02:20:00,9.3,7,7.6,6.9,50000,0,1014.3,89,-1,339,4.3
2019-07-31 02:10:00,9.2,8,7.6,6.6,50000,0,1014.3,90,-1,338,4.1
2019-07-31 02:00:00,9.2,8,7.6,6.4,49270,0,1014.3,90,-1,337,4.1
2019-07-31 01:50:00,9.3,7,7.5,6.8,50000,0,1014.3,89,-1,334,4.3
2019-07-31 01:40:00,9.3,7,7.5,6.9,36730,0,1014.3,89,-1,330,4.3
2019-07-31 01:30:00,9.2,8,7.4,6,30220,0.4,1014.3,89,-1,333,3.8
2019-07-31 01:20:00,9.2,8,7.5,5.6,26710,0.5,1014.2,89,-1,336,3.5
2019-07-31 01:10:00,9.4,7,7.2,5.8,16390,0.5,1014.3,86,-1,332,4
2019-07-31 01:00:00,9.7,8,6.9,5.5,39000,0,1014.3,82,-1,329,3.3
2019-07-31 00:50:00,9.8,7,6.6,5,50000,0,1014.4,81,-1,335,3.4
2019-07-31 00:40:00,9.9,7,6.7,5.2,50000,0,1014.4,81,-1,346,3.5
2019-07-31 00:30:00,9.8,7,6.7,5.9,50000,0,1014.5,81,-1,353,3.6
2019-07-31 00:20:00,9.7,8,6.9,4.8,50000,0,1014.5,83,-1,347,3.3
2019-07-31 00:10:00,9.6,8,6.9,4.3,50000,0,1014.5,83,-1,345,2.9
2019-07-31 00:00:00,9.7,7,6.7,5.8,42550,0,1014.5,82,-1,354,3.5
2019-07-30 23:50:00,9.8,7,6.6,6.3,27610,0.4,1014.6,81,-1,7,4.2
2019-07-30 23:40:00,10.2,7,6.3,8.6,16640,0.3,1014.5,77,-1,9,5.7
2019-07-30 23:30:00,10.8,7,5.7,9.2,38460,0,1014.4,71,-1,3,5.7
2019-07-30 23:20:00,11.1,8,5.7,7.1,50000,0,1014.3,70,-1,2,4.4
2019-07-30 23:10:00,11,8,5.9,7.1,50000,0,1014.3,70,-1,353,4.1
2019-07-30 23:00:00,10.8,7,6,7.1,50000,0,1014.4,72,-1,344,3.8
2019-07-30 22:50:00,10.9,7,5.9,5.1,50000,0,1014.4,71,-1,335,2.9
2019-07-30 22:40:00,11.2,7,5.4,6,50000,0,1014.3,68,-1,353,3.6
2019-07-30 22:30:00,11.4,8,5.1,6.6,50000,0,1014.2,65,-1,6,4.8
2019-07-30 22:20:00,11.4,8,5.2,8.6,50000,0,1014.2,66,-1,6,5.6
2019-07-30 22:10:00,11.3,8,5.4,7,50000,0,1014.2,67,-1,355,4.1
2019-07-30 22:00:00,11.2,8,5.9,6.6,50000,0,1014.2,70,-1,346,3.9
2019-07-30 21:50:00,11.1,7,5.9,5.6,50000,0,1014.2,70,-1,343,3.4
2019-07-30 21:40:00,11,7,5.8,5.5,50000,0,1014.2,71,-1,339,3.2
2019-07-30 21:30:00,11.2,8,5.8,5.8,50000,0,1014.2,69,-1,336,3.5
2019-07-30 21:20:00,11.3,8,5.7,6.5,50000,0,1014.2,69,-1,338,4
2019-07-30 21:10:00,11.2,8,5.6,7.3,50000,0,1014.2,68,-1,337,4.3
2019-07-30 21:00:00,11.2,8,5.5,7,50000,0,1014.2,68,-1,331,4.1
2019-07-30 20:50:00,11.2,7,5.3,5.8,48060,0,1014.2,67,-1,329,3.7
2019-07-30 20:40:00,11.1,7,5.3,5.9,50000,0,1014.2,67,-1,328,3.4
2019-07-30 20:30:00,11.1,8,5.3,5.8,50000,0,1014.3,68,-1,331,3.3
2019-07-30 20:20:00,11,5,5.3,7.1,48710,0,1014.2,68,-1,334,3.8
2019-07-30 20:10:00,11,5,5.3,6.4,45710,0,1014.3,68,-1,336,4.1
2019-07-30 20:00:00,11.1,3,5.1,7,50000,0,1014.2,67,-1,346,4.5
2019-07-30 19:50:00,11.4,3,5,9.7,50000,0,1014.2,65,-1,346,5.5
2019-07-30 19:40:00,11.5,3,4.8,9.1,49180,0,1014.2,63,-1,354,5.7
2019-07-30 19:30:00,11.9,3,4.6,11.1,46180,0,1014.1,61,-1,4,7.5
2019-07-30 19:20:00,12.4,7,4.6,8.8,50000,0,1014.1,59,-1,5,6.6
2019-07-30 19:10:00,12.8,7,5,9.5,50000,0,1014.1,59,-1,350,6
2019-07-30 19:00:00,12.8,8,4.9,9.1,50000,0,1014.1,59,-1,344,5.2
2019-07-30 18:50:00,12.8,7,4.9,7.2,50000,0,1014,59,-1,338,4.1
2019-07-30 18:40:00,12.9,7,5,5.5,50000,0,1014,59,-1,339,3.3
2019-07-30 18:30:00,13.1,8,4.6,6.4,50000,0,1013.9,57,-1,348,4.2
2019-07-30 18:20:00,13.2,8,4.6,7,50000,0,1013.9,56,-1,350,4.6
2019-07-30 18:10:00,13.2,8,4.7,8.4,50000,0,1013.9,56,-1,348,4.7
2019-07-30 18:00:00,13.3,8,4.5,6.7,50000,0,1013.9,55,-1,356,4.8
2019-07-30 17:50:00,13.4,7,4.5,9.2,50000,0,1013.9,55,-1,353,4.5
2019-07-30 17:40:00,13.5,5,4.5,6.3,50000,0,1013.9,55,-1,360,4.2
2019-07-30 17:30:00,13.4,5,4.4,8.7,50000,0,1014,54,-1,356,5.7
2019-07-30 17:20:00,13.5,7,4,8.9,50000,0,1014,53,-1,3,5
2019-07-30 17:10:00,13.7,7,3.9,8.8,50000,0,1014,52,-1,358,5.6
2019-07-30 17:00:00,13.8,7,3.8,9.5,50000,0,1014,51,-1,357,6.6
2019-07-30 16:50:00,13.8,5,3.8,9.7,50000,0,1014,51,-1,354,5.5
2019-07-30 16:40:00,13.8,7,4,8.8,50000,0,1014,51,-1,360,5.4
2019-07-30 16:30:00,14,7,3.9,9.3,47610,0,1014.1,50,-1,351,5.6
2019-07-30 16:20:00,13.9,8,3.6,8.8,50000,0,1014,50,-1,359,6.2
2019-07-30 16:10:00,13.9,8,3.7,9.2,50000,0,1014.1,50,-1,4,6.3
2019-07-30 16:00:00,14.2,8,3.8,9,50000,0,1014,49,-1,359,6.5
2019-07-30 15:50:00,14.1,7,3.9,9.2,50000,0,1014,50,-1,6,6.8
2019-07-30 15:40:00,14.3,7,4,8.7,50000,0,1014,50,-1,6,5.8
2019-07-30 15:30:00,14.3,7,3.8,8.9,45230,0,1014,49,-1,5,5.6
2019-07-30 15:20:00,14.4,7,3.7,8.8,50000,0,1014,49,-1,5,5.5
2019-07-30 15:10:00,14.4,7,3.3,8.5,50000,0,1014,47,-1,6,5.4
2019-07-30 15:00:00,14.5,7,4,8.4,49720,0,1014.1,49,-1,356,5.5
2019-07-30 14:50:00,14.5,7,3.5,11.3,50000,0,1014.1,48,-1,2,7
2019-07-30 14:40:00,14.7,7,3.2,10.5,50000,0,1014.1,46,-1,7,6.7
2019-07-30 14:30:00,14.6,7,3.7,8.1,50000,0,1014.2,48,-1,2,5.6
2019-07-30 14:20:00,14.8,7,3.7,8.7,49230,0,1014.2,48,-1,359,5.7
2019-07-30 14:10:00,14.6,7,3.7,8.4,50000,0,1014.2,48,-1,18,5.7
2019-07-30 14:00:00,14.6,7,3.7,8.4,50000,0,1014.2,48,-1,18,5.7
2019-07-30 11:50:00,14.6,7,2.6,8.5,43800,0,1014.8,44,-1,27,6
2019-07-30 11:40:00,14.7,7,3.5,11.3,50000,0,1014.9,47,-1,8,7.3
2019-07-30 11:30:00,14.9,7,3.9,9.4,44460,0,1014.9,48,-1,7,6
2019-07-30 11:20:00,14.5,7,3.1,10.9,46430,0,1014.9,46,-1,18,7.7
2019-07-30 11:10:00,14.9,7,3.4,9.6,49610,0,1014.9,46,-1,21,6.6
2019-07-30 11:00:00,14.2,7,2.7,11.3,50000,0,1015,46,-1,18,7.3
2019-07-30 10:50:00,14.8,7,2.7,9.7,43330,0,1014.9,44,-1,19,7.2
2019-07-30 10:40:00,14.2,7,3.2,9.6,41690,0,1014.9,48,-1,24,6.6
2019-07-30 10:30:00,14,7,3,8.9,47360,0,1014.9,47,-1,16,6.6
2019-07-30 10:20:00,13.9,7,3.5,9.7,50000,0,1014.9,50,-1,12,6.6
2019-07-30 10:10:00,14.6,7,3.3,9.6,50000,0,1014.7,47,-1,23,6.4
2019-07-30 10:00:00,13.9,5,2.8,11.2,40530,0,1014.7,47,-1,18,7.5
2019-07-30 09:50:00,14.4,3,3.3,9.9,46540,0,1014.6,47,-1,19,7.2
2019-07-30 09:40:00,13.6,3,2.9,9.6,50000,0,1014.7,49,-1,24,6.6
2019-07-30 09:30:00,13.3,3,3.2,8.9,50000,0,1014.7,50,-1,1,6.1
2019-07-30 09:20:00,13.6,5,3.4,10.9,49890,0,1014.7,50,-1,354,6.7
2019-07-30 09:10:00,14.6,3,2.8,11,39050,0,1014.7,45,-1,40,6.2
2019-07-30 09:00:00,13.8,1,2.5,9.6,38830,0,1014.7,47,-1,20,6.3
2019-07-30 08:30:00,13.3,3,3.9,11,41980,0,1014.8,53,-1,20,7.4
2019-07-30 08:20:00,13.7,3,3.9,9.1,45380,0,1014.8,52,-1,35,6.6
2019-07-30 08:10:00,12.8,3,3.8,10.2,50000,0,1014.8,54,-1,16,7.3
2019-07-30 08:00:00,13.9,1,3.2,9.1,41290,0,1014.6,49,-1,38,6.1
2019-07-30 07:50:00,13.7,1,3.9,9.7,50000,0,1014.6,51,-1,21,6.7
2019-07-30 07:40:00,12,3,3.6,10.5,48570,0,1014.8,57,-1,15,6.3
2019-07-30 07:30:00,11.9,5,3.6,10.3,47480,0,1014.8,57,-1,14,7.6
2019-07-30 07:20:00,12.7,5,3.3,11.6,47510,0,1014.7,53,-1,12,7.7
2019-07-30 07:10:00,13.3,3,4.4,8.9,46450,0,1014.6,55,-1,31,6.1
2019-07-30 07:00:00,12.2,3,4,9.5,50000,0,1014.7,57,-1,24,6.2
2019-07-30 06:50:00,11.7,3,4,10.7,50000,0,1014.7,59,-1,18,7.1
2019-07-30 06:40:00,13.1,3,4.5,11,40410,0,1014.6,56,-1,19,6.2
2019-07-30 06:30:00,12.7,1,4.6,9.7,48550,0,1014.5,58,-1,29,6.7
2019-07-30 06:20:00,12.4,1,4.9,10.2,49350,0,1014.5,60,-1,20,6.6
2019-07-30 06:10:00,11.6,1,4.2,10.2,50000,0,1014.5,61,-1,18,7.3
2019-07-30 06:00:00,12.4,1,5.3,9.3,46300,0,1014.5,62,-1,31,5.1
2019-07-30 05:50:00,11.6,1,5,7.8,41890,0,1014.6,64,-1,47,4.8
2019-07-30 05:40:00,11.1,1,5,9.1,50000,0,1014.7,66,-1,41,6
2019-07-30 05:30:00,11.1,1,4.9,9,50000,0,1014.7,66,-1,39,4.8
2019-07-30 05:20:00,11.2,1,5.3,8.5,50000,0,1014.7,67,-1,44,5.3
2019-07-30 05:10:00,11.1,0,5.1,8.1,49520,0,1014.8,67,-1,37,4.3
2019-07-30 05:00:00,10.9,0,5.2,7.5,40270,0,1014.8,68,-1,44,4.9
2019-07-30 04:50:00,10.8,0,5.2,6.8,49360,0,1014.8,68,-1,33,4.3
2019-07-30 04:40:00,10.8,0,5.1,8.3,47280,0,1014.8,68,-1,32,5.2
2019-07-30 04:30:00,10.9,0,5.1,7.8,48700,0,1014.7,68,-1,29,5.3
2019-07-30 04:20:00,10.6,0,5,7.2,50000,0,1014.6,68,-1,31,5.1
2019-07-30 04:10:00,10.6,0,4.9,7.3,49000,0,1014.6,68,-1,29,4.6
2019-07-30 04:00:00,10.6,0,4.8,6.8,50000,0,1014.5,67,-1,28,4.6
2019-07-30 03:30:00,10.8,5,4.4,8.1,49620,0,1014.3,65,-1,33,5.1
2019-07-30 03:20:00,10.8,5,4.3,7.8,49900,0,1014.3,64,-1,32,4.7
2019-07-30 03:10:00,10.8,7,4.2,7.2,50000,0,1014.3,64,-1,28,4.7
2019-07-30 03:00:00,10.7,5,4.1,7.3,50000,0,1014.3,64,-1,26,4.9
2019-07-30 02:50:00,10.7,7,3.9,7.3,50000,0,1014.2,62,-1,29,5.1
2019-07-30 02:40:00,10.8,7,3.9,7.7,50000,0,1014.1,63,-1,22,5.7
2019-07-30 02:30:00,10.8,7,4,7.8,50000,0,1014,63,-1,20,5.1
2019-07-30 02:20:00,10.9,7,4,6.8,50000,0,1013.9,62,-1,22,4.6
2019-07-30 02:10:00,11.2,7,3.8,6.3,50000,0,1013.8,61,-1,22,4.3
2019-07-30 02:00:00,11.4,5,3.6,6.9,50000,0,1013.7,59,-1,32,4.1
2019-07-30 01:50:00,11.2,5,3.7,7.1,50000,0,1013.6,60,-1,33,4.3
2019-07-30 01:40:00,11.2,3,3.6,6.1,50000,0,1013.6,60,-1,27,4.5
2019-07-30 01:30:00,11.4,3,3,5.6,50000,0,1013.5,56,-1,36,3.7
2019-07-30 01:20:00,11.8,3,2.8,6,50000,0,1013.5,54,-1,44,3.9
2019-07-30 01:10:00,12,5,2.8,6.6,50000,0,1013.6,53,-1,43,4
2019-07-30 01:00:00,12.1,3,2.8,7,50000,0,1013.5,53,-1,48,4.6
2019-07-30 00:50:00,12.3,5,3.3,6.9,50000,0,1013.5,54,-1,43,4.7
2019-07-30 00:40:00,12.4,3,3.7,7.7,50000,0,1013.4,56,-1,50,4.8
2019-07-30 00:30:00,12.4,5,4.1,6.2,50000,0,1013.4,57,-1,35,4.2
2019-07-30 00:20:00,12.5,3,4,7.9,50000,0,1013.3,56,-1,45,4.7
2019-07-30 00:10:00,12.7,3,4,8,50000,0,1013.2,56,-1,43,5.1
2019-07-30 00:00:00,12.8,5,3.9,6.8,50000,0,1013.1,55,-1,45,4.2
2019-07-29 23:50:00,13.2,5,3.8,7.8,50000,0,1013.1,53,-1,50,5.1
2019-07-29 23:40:00,13.4,7,3.8,8.8,50000,0,1013,52,-1,48,5.4
2019-07-29 23:30:00,13.6,7,3.9,7.5,50000,0,1012.9,52,-1,49,4.7
2019-07-29 23:20:00,13.7,5,3.9,9.4,50000,0,1012.8,52,-1,48,6.2
2019-07-29 23:10:00,13.8,5,4.1,8.1,50000,0,1012.7,52,-1,46,5
2019-07-29 23:00:00,13.7,3,5,8.3,50000,0,1012.7,56,-1,52,4.1
2019-07-29 22:50:00,13.9,1,5.3,7.2,50000,0,1012.6,56,-1,62,5
2019-07-29 22:40:00,14.2,1,5.6,6.4,50000,0,1012.5,57,-1,59,4.2
2019-07-29 22:30:00,14.1,3,6,5.5,50000,0,1012.4,58,-1,61,3.8
2019-07-29 22:20:00,14.5,5,6.1,6.2,50000,0,1012.3,57,-1,63,4.6
2019-07-29 22:10:00,14.6,7,6.3,6.4,50000,0,1012.3,57,-1,57,4.2
2019-07-29 22:00:00,14.5,7,6.6,5.8,50000,0,1012.3,59,-1,50,3.7
2019-07-29 20:50:00,14.8,5,7.5,6.2,50000,0,1011.6,62,-1,42,4.3
2019-07-29 20:40:00,14.1,3,7.9,6.9,50000,0,1011.6,66,-1,25,4.1
2019-07-29 20:30:00,13.1,3,8.4,3.6,50000,0,1011.5,73,-1,17,2.4
2019-07-29 20:20:00,13.5,3,8.2,3.2,50000,0,1011.4,71,-1,11,2.3
2019-07-29 20:10:00,13.8,3,7.9,2.8,49370,0,1011.3,67,-1,11,2.4
2019-07-29 20:00:00,14.1,5,7.7,2.3,47890,0,1011.3,65,-1,7,1.8
2019-07-29 19:50:00,14.3,3,8.1,1.9,50000,0,1011.2,66,-1,21,1.6
2019-07-29 19:40:00,15,1,7.7,2.4,50000,0,1011.1,62,-1,24,1.8
2019-07-29 19:30:00,15.5,1,7.5,3,50000,0,1011,59,-1,31,2.4
2019-07-29 19:20:00,15.6,0,7.3,2.7,50000,0,1011,58,-1,39,2.2
2019-07-29 19:10:00,16,0,7.3,3.7,50000,0,1010.9,56,-1,45,2.6
2019-07-29 19:00:00,16.4,0,7.2,3.8,50000,0,1010.8,54,-1,38,2.9
2019-07-29 18:50:00,16.8,0,7.2,4,50000,0,1010.9,53,-1,45,3
2019-07-29 18:40:00,17.1,0,7,4,50000,0,1010.8,52,-1,44,2.9
2019-07-29 18:30:00,17.4,0,7.1,5.5,50000,0,1010.8,51,-1,39,3.5
